avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
1,1,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentran el memorando 20151150064873 del 26 de febrero de 2015, mediante el cual la OAP solicita a la Oficina Asesora de Comunicaciones se estudie la posibilidad de que la Intranet del IDU cuente con una ruta más amigable y de fácil acceso para que los funcionarios y contratistas identifiquen la Misión, la Visión y la Política de Calidad.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó en la intranet la nueva interfaz y acceso a la documentación del Sistema Integrado de Gestión, dispuesta en el sitio ""Manual de Procesos"" y también en el sitio ""SIGIDU"". Igualmente se solicitó a los funcionarios que gestionan el proceso que realizaran el ingreso a dichos sitios y ubicaran la documentación de su proceso y los vínculos de acceso a la misión, visión y política, evidenciándose que el 100% de ellos conocen la forma de acceder a la documentación del sistema integrado de gestión, con lo cual se establece que la acción correctiva fue eficaz.",15/12/15,terminado,100,Cumplida
2,2,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentran el memorando 20151150064873 del 26 de febrero de 2015, mediante el cual la OAP solicita a la Oficina Asesora de Comunicaciones se estudie la posibilidad de que la Intranet del IDU cuente con una ruta más amigable y de fácil acceso para que los funcionarios y contratistas identifiquen la Misión, la Visión y la Política de Calidad.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó en la intranet la nueva interfaz y acceso a la documentación del Sistema Integrado de Gestión, dispuesta en el sitio ""Manual de Procesos"" y también en el sitio ""SIGIDU"". Igualmente se solicitó a los funcionarios que gestionan el proceso que realizaran el ingreso a dichos sitios y ubicaran la documentación de su proceso y los vínculos de acceso a la misión, visión y política, evidenciándose que el 100% de ellos conocen la forma de acceder a la documentación del sistema integrado de gestión, con lo cual se establece que la acción correctiva fue eficaz.",15/12/15,terminado,100,Cumplida
3,3,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentran el Listado de Asistencia a la mesa de trabajo realizada con los involucrados del proceso, Registro de la citación a la mesa de trabajo y la presentación utilizada para socializar el mapa de riesgos del proceso de Seguimiento a Proyectos.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se entrevistaron a 4 funcionarios que gestionan el proceso en la OAP y la OTC evidenciándose que el 100% de ellos explican razonablemente el mapa de riesgos del proceso de ""Seguimiento a Proyectos"", es decir que la acción registrada cumplió con el propósito de que ""... Los  funcionarios y contratistas involucrados en el proceso Seguimiento a Proyectos conocen el mapa de riesgos y participan en la implementación de las acciones previstas en su plan de tratamiento""",15/12/15,terminado,100,Cumplida
4,4,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentra el Plan de Tratamiento de Riesgos del Proceso Seguimiento a Proyectos en el que se incluyen dos (2) acciones realizadas, con sus correspondientes evidencias.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó la implementación de las acciones de tratamiento registradas en el correspondiente plan de tratamiento, con lo cual se cumple con el objetivo registrado.",15/12/15,terminado,100,Cumplida
5,5,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentra el registro del correo interno a través del cual se solicita al funcionarios responsable la publicación del mapa de riesgos del proceso en la intranet corporativa.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que el mapa de riesgos del proceso ""Seguimiento a Proyectos"" estuviera publicado en la intranet en el correspondiente link, evidenciándose igualmente que los funcionarios entrevistados saben ubicar dicho mapa de riesgos.",15/12/15,terminado,100,Cumplida
6,6,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentra la relación de los once documentos del proceso propuestos para ser formalizados, los cuales son:
1. GU-SP-01 Guía para Seguimiento de los Proyectos de Infraestructura Vial y Espacio Público
2. PR-SP-01 Actualización de líneas base de los proyectos de infraestructura.
3. PR-SP-02 Reporte de desempeño por etapa del ciclo de vida.
4. PR-SP-03 Identificación, documentación y socialización de lecciones aprendidas.
5. PR-SP-04 medición y seguimiento de percepción al componente socio ambiental de proyectos de infraestructura.
6. FO-SP-01 Solicitud de cambios en los proyectos de infraestructura.
7. FO-SP-02 Identificación de lecciones aprendidas.
8. FO-SP-03 Recopilación de lecciones aprendidas por etapa del ciclo de vida.
9. FO-SP-04 Encuesta expectativas ciudadanas sobre el proyecto de construcción (comerciantes).
10. FO-SP-05 Encuesta expectativas ciudadanas sobre el proyecto de construcción de vías locales.
11. Matriz de Riesgos operativos y su plan de tratamiento.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.
Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que la documentación adoptada del proceso ""Seguimiento a Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet.",15/12/15,terminado,100,Cumplida
7,7,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentra el reporte de adopción del formato FO-SP-04 con el cual se subsana la situación evidenciada en el hallazgo.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que la documentación adoptada del proceso ""Seguimiento a Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet.",15/12/15,terminado,100,Cumplida
8,8,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentra el registro del correo interno a través del cual se solicita al funcionarios responsable la publicación del mapa de riesgos del proceso en la intranet corporativa.
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que el mapa de riesgos del proceso ""Seguimiento a Proyectos"" estuviera publicado en la intranet en el correspondiente link, evidenciándose igualmente que los funcionarios entrevistados saben ubicar dicho mapa de riesgos.",15/12/15,terminado,100,Cumplida
9,9,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAA través de las comunicación OAP 20151150068883 del 3 de marzo de 2015 se recibieron los avances al Plan de Mejoramiento suscrito por las Oficinas Asesora de Planeación  y de Atención al Ciudadano. Entre los soportes recibidos se encuentran el Listado de Asistencia a la mesa de trabajo realizada con los involucrados del proceso, Registro de la citación a la mesa de trabajo y la presentación utilizada para socializar el procedimiento ""PR-MC-115 Acciones preventivas y correctivas""
Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se entrevistaron a 4 funcionarios que gestionan el proceso en la OAP y la OTC evidenciándose que el 100% de ellos explican razonablemente los conceptos y el procedimiento de Acciones Correctivas y Acciones Preventivas, es decir que la acción registrada cumplió con el propósito de que ""... Los  funcionarios y contratistas involucrados en el proceso Seguimiento a Proyectos interiorizan el concepto de acciones correctivas y conocen el procedimiento “PR-MC-115 acciones preventivas y/o correctivas V_3.0”",15/12/15,terminado,100,Cumplida
10,10,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALa OAP desarrolló las actividades formuladas y dio cumplimiento evidenciado a través de memorando 20151150231473 de 4 de agosto de 2015.Se realizaron las reuniones y mesas de trabajo y se documentaron 2 lecciones aprendidas aplicando la metodología de acciones correctivas y/o preventivas, en los siguientes temas:
1. Ajuste de la EDT (Estructura de Desglose del Trabajo) para la etapa del proyecto identificada como ""Estudios previos"".
2. Propuesta de ajuste a la oportunidad de entrega del cronograma de obra luego de haberse surtido la etapa de suscripción de los contratos y haberse suscrito el Acta de Inicio.

Para evaluar la eficacia de a acción correctiva se cotejaron los documentos del antes y el después de la propuesta y los registros que acreditan la presentación e implementación dentro del alcance de la OAP.",15/12/15,terminado,100,Cumplida
